minindex,wclprice,atan,maxindex,floor,minmaxindex_min,typprice,avgprice,ln,add,sqrt,minmaxindex_max,obv,ceil,log10,mult,medprice
-0.84304625243494746,0.99999592769512424,0.85095990694701562,-0.84301458513422856,0.99912719540392692,-0.84304625243494746,0.99999276020455219,0.99998575206124485,0.96430988200354495,0.99998370988606866,0.99167848635764078,-0.84301458513422856,0.81746571656185496,0.99912762941775479,0.96430988200365964,0.97531003795691729,0.99998370988606866
