minindex,wclprice,ad,maxindex,floor,minmaxindex_min,atan,typprice,avgprice,ln,add,sqrt,minmaxindex_max,obv,ceil,log10,mult,medprice
0.90993688953035512,0.9999976774230096,0.6414635769663366,0.90996011802520105,0.99983149390038129,0.90993688953035512,0.92523253378971593,0.99999587095707265,0.99999217284626285,0.98186548599544721,0.99999070959744962,0.99563179877899388,0.90996011802520105,0.8585901603173246,0.99983170162925361,0.98186548599543788,0.98526476246577499,0.99999070959744962
