minindex,wclprice,ad,maxindex,floor,minmaxindex_min,atan,cosh,typprice,avgprice,ln,add,minmaxindex_max,sqrt,sinh,obv,exp,ceil,log10,mult,medprice
0.66263389066220502,0.99999248776737981,0.80842025839970888,0.6626633588395443,0.99513501321572961,0.66263389066220502,0.90890659836208565,0.58370728141618156,0.99998664453143493,0.99997440907427859,0.97719426856322134,0.99996994867369182,0.6626633588395443,0.99457451164252397,0.58370728655924164,0.73067464188874243,0.58370728398766458,0.99515717840947215,0.97719426856314917,0.98253449339941212,0.99996994867369182
