minindex,wclprice,ad,maxindex,floor,minmaxindex_min,atan,typprice,avgprice,ln,add,sqrt,minmaxindex_max,obv,ceil,log10,mult,medprice
0.61850593236894669,0.9999857061282077,0.84960892434577595,0.61856320611322801,0.99815850153885377,0.61850593236894669,0.97524525007058627,0.99997458904789649,0.99995194453086389,0.99382326360023099,0.99994282786486866,0.99847709399926532,0.61856320611322801,0.56940962440906029,0.99816021287809253,0.99382326360012285,0.99430017396870318,0.99994282786486866
