minindex,wclprice,ad,maxindex,floor,minmaxindex_min,atan,typprice,avgprice,ln,add,sqrt,minmaxindex_max,obv,ceil,log10,mult,medprice
0.72998577479360116,0.9999955397810093,0.68375576463527465,0.73000262002017002,0.99884704462087448,0.72998577479360116,0.78699558403507697,0.99999207068036566,0.99998481831645658,0.94251539322364053,0.99998215892408437,0.98646469921159596,0.73000262002017002,0.74848881327732286,0.9988472139823803,0.94251539322374001,0.96336425629136624,0.99998215892408437
