minindex,wclprice,ad,maxindex,floor,minmaxindex_min,atan,cosh,typprice,avgprice,ln,add,minmaxindex_max,sqrt,sinh,obv,exp,ceil,log10,mult,medprice
0.87319178865796843,0.99999548328532539,0.76011853367231397,0.87321140464896252,0.99775901061469841,0.87319178865796843,0.93075637114051346,0.50534266130518213,0.9999919702722303,0.99998505050604358,0.98338058735055467,0.99998193313650863,0.87321140464896252,0.99613059895939193,0.50534266175297538,0.8309469657917089,0.50534266152910456,0.99775250043792152,0.98338058735033085,0.98829855273254374,0.99998193313650863
