minindex,wclprice,ad,maxindex,floor,minmaxindex_min,atan,typprice,avgprice,ln,add,sqrt,minmaxindex_max,obv,ceil,log10,mult,medprice
0.75574590996662139,0.99999145210142315,-0.66323412900482581,0.75578061952139108,0.99714065163525045,0.75574590996662139,0.96411599172215545,0.99998480351455243,0.99997182275734875,0.9903119609494081,0.99996580720425665,0.99752726288546978,0.75578061952139108,0.70770851306917104,0.99712915490834431,0.9903119609494544,0.9900855904581265,0.99996580720425665
