ad,maxindex,cosh,minindex,sub,floor,ln,sqrt,avgprice,add,minmaxindex_max,log10,wclprice,atan,minmaxindex_min,ceil,medprice,sinh,mult,tanh,typprice,exp,obv
0.97168894738080613,0.96872483703862433,0.55333376849410565,0.96871507342878438,0.54308975686945482,0.9984987076974976,0.97723841287480129,0.99466420850727522,0.99999516946527345,0.99999413531014658,0.96872483703862433,0.97723841287474711,0.99999853382210424,0.91126797228876721,0.96871507342878438,0.99850314995512102,0.99999413531014658,0.55333376891320196,0.98408764473070398,0.53260389968246391,0.9999973934635128,0.55333376870364326,0.89564695158731933
