minindex,wclprice,sub,maxindex,floor,minmaxindex_min,atan,typprice,avgprice,ln,add,sqrt,minmaxindex_max,obv,ceil,log10,mult,medprice
0.94599711962522581,0.9999980932596586,0.57313598593801596,0.94600380247106175,0.9995614468814068,0.94599711962522581,0.92597928984138234,0.99999661022425823,0.99999361989789404,0.98024415169791113,0.99999237295096954,0.99517477552271805,0.94600380247106175,0.92081674302535299,0.99956244608294176,0.98024415169794543,0.98468362221887218,0.99999237295096954
