minindex,wclprice,ad,maxindex,floor,minmaxindex_min,typprice,avgprice,ln,add,sqrt,minmaxindex_max,obv,ceil,log10,mult,medprice
0.9102648209408184,0.99999542063579883,0.79797017971574047,0.91028575512892951,0.99901827163844703,0.9102648209408184,0.99999185881745312,0.99998469928874789,0.89646573771163696,0.99998168201536852,0.98208943436159613,0.91028575512892951,0.87377210606913003,0.99901611833274651,0.89646573771208282,0.97503048838785722,0.99998168201536852
