minindex,wclprice,ad,maxindex,floor,minmaxindex_min,atan,typprice,avgprice,ln,add,sqrt,minmaxindex_max,obv,ceil,log10,mult,medprice
0.84613072772303466,0.99999363423929666,0.8640549265141112,0.84616343296074725,0.99838304986178639,0.84613072772303466,0.92792426002972994,0.99998868279451758,0.99997857681773927,0.98229478748249421,0.99997453511061019,0.99572706961003188,0.84616343296074725,0.82737395564813143,0.99838136536152067,0.98229478748255405,0.98551619828365089,0.99997453511061019
