minindex,wclprice,ad,maxindex,floor,minmaxindex_min,atan,cosh,typprice,avgprice,ln,add,minmaxindex_max,sqrt,sinh,obv,exp,ceil,log10,mult,medprice
0.75474273922407586,0.99999352284258514,0.82446820430659384,0.75478729828166902,0.99511392872971505,0.75474273922407586,0.85426038074674082,0.53409586066756953,0.99998848490409686,0.99997842390762703,0.96415143815922544,0.99997409052967356,0.75478729828166902,0.99180186545673077,0.53409586076360505,0.76307480091118485,0.53409586071565374,0.99510872879927248,0.96415143815899096,0.97830216906745304,0.99997409052967356
