minindex,wclprice,atan,maxindex,floor,minmaxindex_min,typprice,avgprice,ln,add,sqrt,minmaxindex_max,obv,ceil,log10,mult,medprice
-0.67106806116309925,0.99999546277205198,0.81685753281034701,-0.67104011917034811,0.99936129849701449,-0.67106806116309925,0.99999193372052453,0.99998550512094664,0.96061895333303149,0.99998185051946364,0.99149428401898865,-0.67104011917034811,-0.68712864597903134,0.99936068753228946,0.96061895333307534,0.97849403195502804,0.99998185051946364
