minindex,wclprice,ad,maxindex,floor,minmaxindex_min,atan,typprice,avgprice,ln,add,sqrt,minmaxindex_max,ceil,log10,mult,medprice
-0.53000089254030713,0.99999565894525921,0.71032041393939482,-0.52996941138680564,0.9992527668168778,-0.53000089254030713,0.9117716407382247,0.99999228250820238,0.99998507757716237,0.9813127276438216,0.99998263544375554,0.99578299395625225,-0.52996941138680564,0.99925224986688488,0.98131272764383248,0.98752432318890448,0.99998263544375554
