cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cdlspinningtop,cdlseparatinglines,cdltasukigap,maxindex,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlharamicross,minindex,ht_trendmode,cdlhighwave,cdlbelthold,sub,cdlmarubozu,cdltristar,cdlpiercing,cdldojistar,cdl2crows,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,minmaxindex_max,cdlidentical3crows,minmaxindex_min,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,cdlstalledpattern,cdl3inside,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,cdlthrusting,obv,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
-0.0056910964169987616,-0.059680095830945426,-0.066967409603245237,0.0069349779010305637,0.0034487949147839138,0.0086398611421705709,0.037296306786185583,0.0013665605654245873,0.43774108552653052,-0.00046872717567884582,0.0042692382211741795,-0.025212891120977462,-0.0093427109469667192,0.0096542434125503843,-0.018337692315658911,0.0063467762433655839,0.43770329108247208,-0.032788772753979657,0.0080917895983877077,-0.0019019913389044156,0.26739171551518753,-0.0034244682230281189,-0.0014054045483970934,0.0036400182706067419,0.00040800176052498458,-0.0017157143874615053,-0.012665393241262785,0.004428512725115975,0.052130317012757631,-0.0028999559841187228,0.0072491346985587395,-8.6247448788947224e-05,-0.0035037476833040763,0.43774108552653052,0.014806272652814111,0.43770329108247208,0.0066261756221784292,-0.012633291598965564,0.002971704460426891,-0.059774660911834511,-0.022430602710275829,-0.0024981869930341769,-0.0038190199107424024,0.0030774333440677119,0.0015706864859643557,-0.0064069502989011554,0.0053957243919439688,-0.00022877010553867808,0.0034321343533391885,-0.019932960759372655,-0.41267800686659867,0.0098109101017950819,6.7998513028398052e-05,-0.0017212472317502969,0.0013285381096099411,0.33398303790279854,-0.0054466139549960175,0.029840582367680463,-0.0023005427681274575,0.018720717560870813,-0.088126861987566502,0.0052703629852519709,-0.013287924737921718,-0.0084758742865597841,0.38182826863731728,0.0005712466667868913,-0.10939443747956305,-0.00085928988951806745,-0.057991534761042289
