cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlharamicross,ht_trendmode,cdlhighwave,cdlmarubozu,cdltristar,cdldojistar,cdlbelthold,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdl2crows,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
-0.013060399165895254,-0.16801174174312153,-0.15143555021750044,0.016563314294429331,0.0007445664329415884,0.055808221088270882,0.10838225622099121,0.00044371323475694168,0.0045587893831863218,-0.0031077838393214667,-0.036532717412607586,-0.0070503559226576095,0.015347192556534698,-0.022758473279419291,-0.007428735861879138,-0.023225694211010207,0.064210572626347953,-0.0023004408612288629,-0.0011856942142760428,-0.0047539966219665381,0.0008684580273227631,0.0025682684960166907,-0.0072666654837195074,0.067906580398757549,-0.0030061528314904292,0.0037217403242461779,0.01129364836992775,0.0023485664159619804,0.023756126174709482,-0.0024123196948241466,0.0050378373590388636,-0.014294275381337899,0.0017718926218890472,-0.12579120519586684,-0.12872042819902846,0.0020780286612370985,-0.023244202801379545,0.010139668594256839,-0.0015503322079983332,0.001141775475209438,0.00099392901369819444,-0.0057145469278856477,0.0020460612279787609,-0.052219220749450471,0.31980269914192738,0.010323825148196644,-0.0022506739018834606,-0.0078652329443905985,-0.00125156272186218,-0.019243158156416865,0.11449496748758017,0.00026920505125015788,0.065816423986380518,-0.25158501479121248,-0.0015223787907801141,-0.027344183641909603,-0.0017248070501704599,-0.0058167151055302331,-0.0029606300190766206,-0.058094214785957603,-0.003531567642626585,-0.16690103909907653
