cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdltristar,cdldojistar,cdlbelthold,cdlhikkake,cdlharami,cdlinvertedhammer,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdl2crows,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlupsidegap2crows,cdlkicking,sinh,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlshootingstar,exp,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
-7.8614271636932379e-05,-0.020227066923647535,-0.027287952089590947,0.011132969614312708,-0.0017185700457683238,0.23079638289105195,-0.013839401723278881,0.023330943602421189,-0.0016043963844903102,-0.0014864104587854279,-0.00049008326543089568,-0.0099182242193093587,-0.003407068649496726,0.0068999076690784067,-0.020257232468366238,0.0014798928899647334,-0.0054998105306337539,-0.053793086176500332,-0.021027277098191466,0.38025284336449144,0.0011665748549336836,-0.0066959363643790716,-0.0059914640152236272,0.0061470270522966134,-0.0022243667972145112,-0.0041614988496197986,-0.021214926116261988,-0.19139234299397873,-0.0024409223695373542,-0.0043920779629025982,-0.015942043069577666,-0.0052543334082436697,0.0077249775444705798,-0.005574782472187464,0.0077282480240983024,-0.00023276202504310327,0.0024608554219857815,0.019161225952480113,-0.032121097289146278,-0.0023950332409815966,-0.0087943325455745042,0.003686270730278861,-0.0030733714542181133,0.23079638289105195,-0.0072552125260591065,0.002851707003434077,0.0008587530293702138,0.0059095283263718252,-0.010686611604520052,-0.02499779525215079,0.011331993512584652,0.001860953655403009,-0.0017726521603717328,-0.0054842816870133062,0.12869797295474172,0.0036176341637694739,0.021932996863772487,-0.0028436014462915249,0.06153203739419677,-0.016266895252470034,0.00495356176819852,0.0062022013705281846,0.2307963828911089,-0.0036617465012894427,0.00654118663451658,-0.00045448416154744687,-0.18154139314188447,-0.0035650692509407163,-0.019476949055702377
