cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdltristar,cdldojistar,cdlbelthold,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,atan,cdlidentical3crows,cdl2crows,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,sinh,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,exp,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
-0.003394610239486355,-0.026679179554296061,-0.02727702552090135,0.018955031989102707,-0.00086193935329686468,0.26102971056964408,0.056366517064769542,0.063058171930939474,-0.0013916071639796211,-0.0033205128387786913,-0.0046994102407625126,0.027809555082477021,-0.017594957708345974,0.017179131012627254,-0.039817449419318585,-0.0065496870793861923,0.00090409139254987269,-0.049613817922918434,0.069199224918071803,0.51054588198247897,-0.0030346143258899658,0.0015125075713546658,0.0099433706586553785,-0.0028528460567898359,-0.0015621108784286406,0.0027092916705026685,-0.24793127556659153,0.0058943157593202159,0.0060150160289151071,0.0026341700702305825,-0.0028204941218575776,0.59301093575001007,0.010628758418495726,-0.0057772867113862342,0.01075596876862985,-0.0002584394910439348,0.0069003938986007402,0.062773902000537382,-0.18942400657212038,-0.001180169769111768,0.0059618372545799051,0.0020389943789882376,0.0061112081723556965,0.26102971056964619,-0.0077768689193195642,0.008586073324757703,0.013100859279528651,0.0014814898184994825,0.0053705746359532045,-0.056195026555808603,0.013432801085233871,0.0037770642583863736,-0.024588801445597969,-0.016871825871262187,0.38927438266673553,-0.0055012031512341993,0.011864246751538131,0.0045729925342737066,0.13977791583090821,-0.25526073144533667,-0.00075130809668256377,-0.0075862772895598993,0.26102971056965929,-0.0043025927812168725,-0.00099463960464682682,-0.0029694485396095254,0.16536385864366146,-0.0063122632736574242,-0.026113835672234981
