cdlengulfing,cdltakuri,cdlgravestonedoji,ad,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,maxindex,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,minindex,ht_trendmode,cdlhighwave,cdlbelthold,sub,cdlmarubozu,cdltristar,cdlpiercing,cdldojistar,cdl2crows,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,minmaxindex_max,cdlidentical3crows,minmaxindex_min,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,sinh,cdlstalledpattern,cdl3inside,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,exp,cdlthrusting,obv,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
0.001802216437127022,-0.048018983462755814,-0.029692802825907357,0.13363604128356374,0.016053876483205758,0.0055272269575488428,0.42795815560825112,0.047034552455635897,0.052253535083456919,0.00021010783794266395,0.48746199981588906,-0.00055620653739034192,0.00014410862228377683,-0.023987053142819889,-0.0070601172141380678,0.019232952208203792,-0.023414304706346187,0.0012973631257006007,0.00077485589748376056,0.48743184001078638,-0.061698420164128638,0.057775468562839216,0.0087076505507517939,0.33988651258675145,0.010666787898368202,-0.0031022147658212981,-0.003278776061151159,0.00055073099851513357,0.0045751104540351587,-0.00097015094392485248,0.0002447058830800801,0.064656035367321174,0.0058029492039596928,0.0042879679403449661,-0.005109240161273728,-0.00056568984678429532,0.48746199981588906,0.016232895070669273,0.48743184001078638,0.010262896347479029,-0.0097244364693263603,-0.0038635923274198004,0.019955754823670079,-0.11884573015916897,-0.00077991848398385039,-0.00038047222876788677,0.0029547631206483299,0.0070659717732434527,0.42795815565899059,-0.0067600096171913492,0.0018789677104556165,0.0075021621925346728,0.014166006220774126,-0.01686556067941395,0.061877214463764194,0.004877301019023215,0.0082301262460641195,0.0053751532694539189,-0.010905604620763848,0.21944795046440643,0.00083535284769593876,0.030391002532714196,-0.0025988004701287767,0.077183093511223808,-0.17851692155015908,0.0085933072005382333,-0.014772264386183384,0.42795815563356748,-0.0033731433614142244,0.41194669340447621,0.0072856908496585415,-0.053403977063779064,-0.0035120955171850437,-0.047234279319055397
