cdlengulfing,cdltakuri,cdlgravestonedoji,ad,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdltristar,cdldojistar,cdlbelthold,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdl2crows,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,sinh,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,exp,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
0.0088331942684539266,0.035249172902412675,0.024886922896417571,-0.20454577116720624,-0.0010706639766091223,-0.0036240177682130502,0.16381686627273748,-0.036330314096725831,0.011679070629346,-0.0012748763716767687,-0.0046104956487205634,0.0020085016399893707,0.00079975328807158205,-0.0083855120891661705,-0.0035733001455175001,-0.0039390924014063152,0.0037531500292574799,-0.00037401553134704769,-0.090854593665710706,-0.048192610674085146,0.25329276954017416,0.016150092284179712,-0.00067951786720195611,-0.015146008908106317,0.0091772884752243863,0.0034053761996561058,0.0040297710941143419,0.12645826039156283,0.011178584837180325,0.0038754130790476832,0.026233366043662092,-0.0065388197747391977,-0.008567351820793094,-0.0014858954413632735,0.00092301198424127524,-0.0091631316089808863,-0.00018344982749437567,0.0080398422937047222,0.026420467265302471,-0.0027647848457196741,0.013351260886299298,-0.016039618689258645,0.003136306195804725,0.16381686627273748,-0.0054993199072253269,0.0082957225200626043,-0.0079487144228700558,0.0038219916681601221,0.014854260497412734,0.028943811542072758,0.002300039448238477,0.0070138199370618571,-0.0038422403464600467,0.004916477825279127,0.24256343845079875,0.0071583770673353331,-0.031962276834088227,0.0012734167706338359,-0.01357961139687169,0.039507686781353177,0.012049599644884201,0.013811655438619525,0.16381686627272482,-0.010960303288658817,-0.0017973069821092026,0.01057371492986782,-0.29633307475092185,0.0062463257011616726,0.034370542956899029
