cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdltristar,cdlpiercing,cdldojistar,cdlbelthold,cdlhikkake,cdlharami,cdlinvertedhammer,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdl2crows,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlupsidegap2crows,cdlkicking,sinh,cdlstalledpattern,cdl3inside,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlshootingstar,exp,cdlthrusting,obv,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
0.0032398889896673331,-0.014348490146861093,-0.019483140827571948,0.0061578353799827384,-0.0016643990299866278,0.23660456593043264,-0.0074329478678070689,0.0094238208753800248,-0.00093031435762443203,0.00046632779182679857,-0.00072552221819637084,0.011856413257807046,-0.0040449538731084835,0.0067451029024182462,-0.012494544849096215,0.0051101208168277965,-0.00052724951939604975,-0.026772206360842245,-0.010657291136872974,0.19324455625016204,-0.00089288492876767414,0.0022892628333669365,0.0075597557791504582,-0.0047743412747385458,0.0010508317154347487,0.0042495900502001324,-0.0042227329568164627,-0.0034722469565827115,-0.00830537377707663,-0.0063517955207947991,-0.0045499361307338535,-0.011512128528279545,-0.0032713429339912697,0.0040314864336437519,0.00073642279928815609,0.0042422233695018283,-0.0062531118204741457,-0.0080874464190196244,-0.00049196543714086075,-0.0072804806776822668,0.0021892929475005336,-0.0036787376109273292,-0.00028649214315331489,0.00019306589820973703,0.23660456593043264,0.00026849002189786522,-0.0040377490375850932,-0.0034689244770541553,0.0035696124226006374,-0.0064917622339927305,-0.010994528450896976,-0.0046202485944256228,0.010364121960944351,-0.0023561339238387653,-0.007809156945459304,0.22860385161655675,0.0020270894731302925,0.010712426617332373,0.0029965021151607128,0.032087201227982191,-0.0096658355718254197,0.015176005275953924,0.002491409785769541,0.23660456593043597,0.0001686388014756547,0.49354672878492156,0.0071528530591643685,-0.16355993053473067,0.0028037100607750534,-0.014076898047284321
