cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdltristar,cdldojistar,cdlbelthold,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdl2crows,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,sinh,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,exp,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
0.0044669377351980602,-0.039254459871559039,-0.039471691953515513,0.0067681519746023702,0.00053305417683061139,0.33644843267433416,-0.015741904334115493,0.035559883389361412,-0.0027666332836776561,0.0010193519598000898,0.0045270507147981056,0.016512586223010956,-0.011328537908334964,0.0095957513925816092,-0.016788818438817209,-0.0093351566508516858,-0.021778548779287334,-0.0175226615547102,0.28812529874706849,0.0029940091823850469,0.0013171786491045863,-0.0062165050523827377,0.0070736531875416325,0.0035388945308199807,-0.012262061100171131,-0.001337363483424388,-0.0016668623358633687,-0.00091082848559279571,-0.006581515081602137,-0.0072263600196621957,0.012526038657111233,0.0037201726435650713,0.00280710723310099,-0.013638589576031033,-0.0032444333554247622,-0.022670184551990633,-0.029125657816921197,0.011968984596161662,-0.0021805764947135072,-0.00032778901531973109,0.00074541616012003815,0.33644843267433416,-0.002621341655504639,-0.0072936026382873819,-0.0011807600630088753,0.0045675001683316372,-0.02868582158266493,0.10265305984343402,0.0013874236868225186,0.012573086309453306,0.00075333185500497414,-0.011274279727873192,0.26946285988390511,0.0055099868608189263,0.032425219128224214,-0.0097158410655528108,0.041264144474637339,-0.039872792207781907,0.014658211887145046,-0.0066491972759836256,0.3364484326743738,-0.0029652523877358584,-0.0034262437259499393,0.013226665164350586,-0.12224904325021264,-0.0048537382490433864,-0.038433671032411958
