cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdltristar,cdldojistar,cdlbelthold,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdl2crows,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,sinh,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,exp,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
-0.0012489000705560652,-0.010502276619047114,0.0050784789480749892,-0.0055414955444749239,0.0014162243944759484,0.31328345404263519,-0.032889481004148,0.022291322970542746,0.002299166220751016,0.013615919433588138,0.0042750789108172618,-0.023576955360297122,0.0024625456839493698,-0.0048695302446278088,0.0044344412619099259,-0.0045536799655266445,0.014140948786940432,-0.042566630050876735,0.27354123606418707,0.0033855449534219016,0.0012004950692401321,0.012310462812220544,0.0077283348143473785,0.002676257809270906,-0.0056276648636078494,-0.29300483989238796,-0.0016826588215575343,0.0076536489100197296,0.0046173387243685707,0.0067665020177272188,-0.00021999571077508268,-0.0037771828555444227,0.0066407539341959768,-0.014967232687683742,0.0055908765016437784,-0.00025453483462305421,-0.0084039521535055183,0.0044551225800073275,0.0083782930457307891,-0.012822917739872616,0.0042750789108172618,0.31328345404263519,0.0010583224863048542,0.0053102246885076507,0.0034134414794545834,-0.00095802549242408235,-0.0065422282146198607,0.14861771622020437,0.0038531980031666982,-0.0023932995620706094,-0.0075921567615197588,0.013077970224703335,0.23394588702219324,-0.001803227716927269,0.018169277568497889,0.0047351436933771264,0.023726570355446099,0.0011212843371164324,0.0016310095965421658,0.010128634559721577,0.31328345404263858,-0.003549637507048317,0.000958037784366824,0.0015689556751067352,0.038050477563279686,0.0011757852214638348,-0.010388780072998448
