cdlengulfing,cdltakuri,cdlgravestonedoji,ad,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdl3linestrike,cdltasukigap,cdlcounterattack,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdltristar,cdldojistar,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdlbelthold,cdlseparatinglines,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdldragonflydoji,sinh,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,exp,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods
0.0066954982128064429,0.036581487408980137,0.025312485839621483,-0.48340306143807749,0.00070370677406254455,-0.0027710249231555858,0.13868478454869107,-0.02076834911508426,-0.00094561102236625919,0.0020825190537203182,0.0013414040968411679,-0.007480102491436727,-0.0019584092610367239,0.00096349149207235554,-0.0032005922168642778,-0.0033907996801175767,-0.00051805607809038152,-0.083008528693836903,-0.029521194915942128,0.24057006859374161,0.0062157640293762136,0.0022939578399501907,-0.00031083446654081701,-0.0021418519072312942,0.0033351871436412116,-0.061782125218011387,0.00112435911230622,0.0061500155069815765,0.013049830096335683,0.00032856271488387759,-0.009096383285887074,0.002041512932471443,0.01256868317806592,-0.0081830189130579749,0.0025354097954264987,0.018866675751560959,0.0053689702055870151,0.0032351185545654026,0.0036338520464954858,-0.017828119827110519,0.034808703266246514,0.13868478454869107,-0.003449236824717929,0.00089936971212305628,0.0050629585578344906,0.0051119580065042362,0.02284600457788771,0.09651089785830462,0.0044959623971737783,0.0070125434455750799,-0.012102029528182554,-0.00074893198107346757,0.22620250766058997,0.01022533871905418,-0.02907087983945468,0.0040499483111903316,0.0028404710125061162,0.0189010753197363,0.0085334946309116224,0.0089324224731043948,0.13868478454865632,-0.0096096301507661453,0.0020765159465491946,0.0067322687510985597,-0.27755967308291707,0.0019623854014960205
