cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdltristar,cdldojistar,cdlbelthold,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdl2crows,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,sinh,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,exp,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
-0.0028003619258729216,-0.028010875997422992,-0.02797538292885729,0.004912180331921482,0.0059237641329887769,0.48541532167818935,0.031250424599644923,0.017936117137675688,-6.1861212442476896e-05,-0.002148272670091498,-0.0023614032375426346,0.018494165008953834,-0.0061117478429085171,0.0046945450432319914,-0.0029404752119957995,-0.0048823881630426095,-0.0047455678837676979,-0.045081320053986157,0.040079572525826418,0.074448556139939975,9.2122494905107316e-05,0.0025916609684637224,-0.011667481682579592,-0.0044207084787570199,0.00061727008132940648,-0.0033475130952804158,0.14260335347045222,0.0012423278894681314,-0.0048231067333764158,-0.012953751721733017,-0.011277067502870363,0.0057379635063618791,0.00061621481897211378,0.0046199483230673355,-0.0013481981659408148,0.0068810599572207047,0.010907830387722096,-0.033732981376924438,-0.0018452313452179737,-0.0045611248822968672,0.013899139010266777,0.0011599653009318925,0.48541532167819063,0.00096005883911080858,-0.00027340250531839722,0.00089177960924292855,0.0083599481433429216,-0.01766233243588048,0.20760604382265749,0.0052844944476148018,0.0016056941083509816,0.0023133311026231375,-0.01341889789982467,0.34498478905848506,-0.00085896142058950061,0.017143022789422886,-0.0083416640843424813,0.053902441713561948,-0.028858135672560788,0.0013713278827771568,-0.0059280382854473863,0.48541532167815415,0.012134629020609591,-0.0070903382761608501,0.0039390084335635886,-0.17657485658887451,0.001810843483204366,-0.026912954523131756
