cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdltristar,cdldojistar,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdlbelthold,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
-0.0039672354758319159,-0.099036775435442995,-0.091123342957512315,0.012585359974645409,-0.0027646152444058773,0.030423462540600368,0.060394881293771172,0.0058197883057548522,-0.0030376980989899297,-0.0050268708625190719,-0.025175136068413838,-0.015218375179310928,0.010681134314331577,-0.029510694143840069,-0.004323797651583406,-0.001614194687579049,-0.019970369988608957,0.034653179877979494,0.36256170129758647,0.0044075317175923502,-0.0065191916211776941,-0.00011803022453265161,-0.0042187696112258354,-0.0021038909804133826,0.17828528517889117,-0.0060130482807787588,0.0053511816035439084,-0.011562817658747698,-0.007644176163112984,0.014253392255509886,0.0042609787719636548,-0.00038616350186055428,-0.013009675722795509,0.0078071258896370774,-0.068767647706442808,-0.06635698513512743,-0.0017545867830764542,-0.0074601062010427833,0.014886080196894665,-0.0036026607124599519,-0.0045868846638544734,-0.0020102102956503771,-0.0086217344069043789,0.0066838280458765336,-0.023800179525639734,-0.28489843513758129,0.014382919897384015,0.0048576431129283872,-0.0012014904252877711,-0.013445609000786733,0.29876802252878648,-0.0066628248903989034,0.067738786081028401,0.0022556494723232037,0.05888014182541431,-0.13706573847416179,0.0059263368220563335,-0.026430709674421037,-0.0043762510094858334,0.004452564171067,0.0022173635512327213,-0.13668597593252843,-0.0061941640395200637,-0.098248477984256455
