cdlengulfing,cdltakuri,cdlgravestonedoji,ad,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,maxindex,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,minindex,ht_trendmode,cdlhighwave,cdlbelthold,sub,cdlmarubozu,cdltristar,cdlpiercing,cdldojistar,cdl2crows,cdlhikkake,cdlharami,cdlinvertedhammer,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,minmaxindex_max,cdlidentical3crows,minmaxindex_min,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlupsidegap2crows,cdlkicking,sinh,cdlstalledpattern,cdl3inside,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlshootingstar,exp,cdlthrusting,obv,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
0.00021177848380674481,0.020681955956273833,0.027368011677387418,0.14271027042085863,-0.0049642769858301477,-0.005272492972234563,0.28073583667245638,-0.0089092740955584015,-0.011575388197940984,0.008684011487236366,-0.39753348953487688,-0.0026734522389130263,-0.0014938186939529967,0.020750931545779675,0.0023092835281023714,-0.0046955374041557883,0.0046181812194197678,-0.0014048345052378604,0.0049524782300458814,-0.39758328213888955,-0.027862185459380989,-0.0089740816786164964,-0.015176519493774104,-0.058435116991262387,-0.020836727383059143,-0.0035007914217932814,0.008883939571039565,0.00074457560241215123,-0.0070902589603128972,-0.0051476453001873101,0.0045767989051040976,0.020290508687364331,-0.076080123447278214,0.0027658749335328792,0.0026085534891982952,0.015522118965543544,0.0026915664573810283,-0.39753348953487688,-0.0086069167029079931,-0.39758328213888955,0.0012979815365788735,0.0037279648960278078,-0.0049321844895063392,-0.0087460549100921731,-0.0094378724541219778,-0.0014926018879261335,0.0067217011484392835,-0.00030800845464959821,0.0092869536257081213,0.28073583667245638,-0.0022602076729145281,0.0033273473224777086,-0.0031192715260684018,0.004541970905937367,0.010155083249131107,0.0043997014701346714,-0.0040506344126769256,-0.011597238336324287,-0.0096206874189731888,0.0096255106711655523,-0.0031686985494793272,-0.022877950272111584,0.0039439133705087169,-0.036722145652912756,-0.011394062306472698,-0.016689585398110916,-0.024803641027472772,0.28073583667243179,-0.0089568917758696426,-0.22429645762147443,-0.016403292195888181,-0.21462185476761894,0.0039771963459545373,0.018828803687275422
