cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,maxindex,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,minindex,ht_trendmode,cdlhighwave,cdlbelthold,sub,cdlmarubozu,cdltristar,cdlpiercing,cdldojistar,cdl2crows,cdlhikkake,cdlharami,cdlinvertedhammer,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,minmaxindex_max,cdlidentical3crows,minmaxindex_min,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlupsidegap2crows,cdlkicking,sinh,cdlstalledpattern,cdl3inside,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlshootingstar,exp,cdlthrusting,obv,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
-0.013657772442443249,-0.0075139144677440562,-0.010528190799972114,-0.0027754286363235979,0.0011300672145579207,0.22440256724653901,0.0015577350634192605,0.015334151067399628,-0.0010685907544382622,0.38769674546636329,0.0032946965269920951,-0.0062626134229269237,-0.015162993837196412,-0.0059578470800670785,-0.0050110358101480654,-0.0041792982397367727,0.00057744583924438243,0.0096703228985239482,0.38767722166408569,-0.03886956981563508,0.0020664628539532187,-0.0056068945324300257,0.19676319594733471,-0.0046025117759591954,0.0039771384242462031,-0.0015495127958521787,-0.00046003155157897278,0.0019384453084990633,-0.0051536332264052282,0.0026381032904569616,-0.0098386534324633075,-0.13808857537539154,-0.0080882573904612724,-0.0013195052353416636,-0.018086193375830145,-0.0018000701820745726,0.38769674546636329,-0.0027027127281524475,0.38767722166408569,-0.0057514707608228091,-0.0075675687510254434,0.0024140797189040096,0.015003355932335887,0.0015908269219474065,-0.00027133867272371336,-0.005067455154740952,-0.0029895433095852692,-0.003720605866685712,0.22440256724653901,-0.004582831997493932,0.0021334038119747438,-0.0018572017351120435,0.0053630490209695221,-0.0049599825573362665,-0.097589032332268996,0.0041014318162243494,-0.0077506247539163679,0.0026648868852017548,-0.017071623511737324,0.20941667645859613,-0.0071934118777681796,0.011213667705126031,0.00096486412621051031,0.035049811896749918,0.01658916064890081,-0.0012269335473577389,0.00082058120160372245,0.22440256724650423,-0.0027387099924723849,0.31492349190462748,-0.0082723778715997898,-0.24250256891995925,0.0028748148481842531,-0.0075814763455588213
