cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,maxindex,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlbreakaway,cdlharamicross,minindex,ht_trendmode,cdlhighwave,cdlbelthold,sub,cdlmarubozu,cdltristar,cdlpiercing,cdldojistar,cdl2crows,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,minmaxindex_max,cdlidentical3crows,minmaxindex_min,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,sinh,cdlstalledpattern,cdl3inside,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,exp,cdlthrusting,obv,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
0.0039092379944839451,0.034483843027636761,0.027733198739967612,-0.0025447281927627931,-0.0012842395341282388,0.23078892033018744,-0.0017150926861169127,-0.003630734358087639,-0.005605339251121744,-0.52996941138680564,5.7820330668935212e-05,-0.00052640535034520616,0.0020992394859114922,0.0037103448537487986,-0.0020109301456802836,0.00093019064800373857,0.0052491937761425826,0.0011382140091628324,-0.53000089254030713,-0.085712509047492405,-0.00600766876841993,0.0033717173565484424,0.05113471091885629,0.0046952441668892319,-0.00096608104287145057,0.0003271160234311198,-0.0064730219293391384,0.0045220630847408391,0.00042707059209759452,0.0044781633053133738,-0.025532211348055351,0.010619726256056337,0.0005823464750850984,0.0091679874117849419,0.00022754777646083081,-0.52996941138680564,-0.0040089993092281544,-0.53000089254030713,0.00091536792125604665,0.0035947781245622475,-0.0077670606542843959,0.023534295137617147,0.011895411506318733,-0.0036927618531037809,0.0086240761257367279,-0.012433980242792577,0.0018765961038254995,0.23078892033018744,0.00023107467594253304,0.00019593453872544269,0.0059284418562056147,-0.0071406075268888496,0.021024782467290351,0.039884993315273412,-0.0048016182733021011,0.0050639945549957365,0.003890739783303301,0.0030511117609633427,0.21311498992214253,0.007347127279855873,-0.030060664146355807,-0.0064556612474005745,-0.0035212243006707191,0.025168398575074805,0.0092774811610703764,0.0083667426638374849,0.23078892033018525,-0.0012293273820825992,0.41966329912295369,0.0044534965739361776,-0.38788899470073623,0.001942583594490869,0.032831876052122885
