cdlengulfing,cdltakuri,cdlgravestonedoji,ad,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlharamicross,ht_trendmode,cdlhighwave,cdlmarubozu,cdltristar,cdldojistar,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdlbelthold,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,sinh,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,exp,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
-0.0084462128735104478,-0.10415784587659178,-0.089984126518248914,-0.095690578949343352,0.0074287328108954458,0.002490434870246938,0.28463041647240217,-0.027024405404848587,0.086469414532718378,-0.0052968111391988575,-0.00032835079560422409,-0.0024632474733503086,0.013587518612471804,-0.027209124542673772,0.005358950881704779,-0.029851783474444296,-0.014021492664223464,-0.011473651401160868,-0.031372337931691474,0.0087636079573605013,0.0041488450547685074,-0.0066463088258702698,-0.0049933536975569869,-0.0087688601491915357,-0.28834282108724085,0.0017022503668165348,0.011344607999222966,0.012821047693835099,-0.017401396889509108,0.0083013607857904161,0.010657868298545405,0.00211443499548468,-0.0076132962962340428,0.0063673059961447016,-0.082861271140419954,-0.080955987992528386,-0.00031081983434482754,-0.0036364037035957726,-0.011300329204050037,-0.0020175641257007869,0.28463041647240217,-0.0067258390252191262,0.011881582599344621,0.00029672543419779357,0.0027882942055328852,-0.021268586390262797,-0.23132714575101113,0.023787348895587153,0.0078036880133498191,-0.021071714919838509,-0.0062007905068321833,0.30424763308214559,-0.0081087242926509324,0.073787009157181491,-0.0023660718438418028,0.070376664873604444,-0.14540570932232744,0.0077102233951071202,-0.0051038022105144567,0.28463041647238196,-0.011979482213691514,-0.0031728647002643427,0.0056035666685725601,0.028285245041576926,0.00050109926117276589,-0.10425042889126801
