cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdltristar,cdldojistar,cdlbelthold,cdlhikkake,cdlharami,cdlinvertedhammer,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdl2crows,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlupsidegap2crows,cdlkicking,sinh,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlshootingstar,exp,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
-0.0025112606147279942,-0.046152068695681454,-0.044612400763751739,-0.00048916342561797438,-0.0018886256301795757,0.3497967118088019,-0.014463057003160158,0.037348552990780604,-0.0013593680086442207,0.0058680613708249531,0.0026609792639954769,0.014484625249499047,-0.013459893571384029,-0.0022231077487702908,-0.016422988280285836,0.0035780486865956626,-0.01649821714021165,-0.015675734378375897,0.44393305309315662,0.00076039299159345679,-0.00028748550330077706,-0.0031008824441901635,0.0048459389276633569,0.0063359137993869606,0.0044758018713583663,-0.0092046303972119249,0.21887620278977923,-0.0023413134680855398,0.0028586913290110029,0.0046539554849376937,-0.0065844652159186036,0.0070550697566888927,-0.0083404635921616229,-0.0050581731835740388,-0.010099802265392817,0.0084036826470993212,-0.015148349380120142,-0.036905309273814718,-0.0031434135555289998,-0.0081545165234955409,0.00011320781796534346,-0.00037385613128441459,0.3497967118088019,-0.011069824059126565,0.0060077516724690054,-0.0035147503732731768,0.0011183541397236079,-0.00070865622561310795,-0.012692379968218537,0.0093707007090861136,-0.00029687846343668241,-0.0082437544722208933,-0.0055011678508428081,0.2761954174345817,-0.0050085367500854851,0.03510533236941376,0.0053643004108896572,0.058062597460395098,-0.049356586959303138,0.0012989733193854596,0.0016908614153155381,0.34979671180879468,-0.0088273475484665666,0.0046756118325794573,-0.0016741118223583058,-0.072852364723966515,0.0010280961847230531,-0.043445999108004667
