cdlengulfing,cdltakuri,cdlgravestonedoji,cdlinneck,cdl3blackcrows,cosh,cdlspinningtop,cdlseparatinglines,cdltasukigap,cdlcounterattack,cdlkickingbylength,tan,cdleveningstar,cdlonneck,cdladvanceblock,cdlharamicross,ht_trendmode,cdlhighwave,sub,cdlmarubozu,cdl3starsinsouth,cdltristar,cdldojistar,cdlhikkake,cdlharami,sin,cdlunique3river,cdlladderbottom,cdlhomingpigeon,cdleveningdojistar,cdlidentical3crows,cdlbelthold,cdl3linestrike,cdlmatchinglow,cdlmorningdojistar,cdllongleggeddoji,cdlshortline,cdlxsidegap3methods,cdl3whitesoldiers,cdlshootingstar,cdlkicking,sinh,cdlstalledpattern,cdlpiercing,cdlhikkakemod,cdlgapsidesidewhite,cdlhammer,cos,cdlmorningstar,cdllongline,cdldarkcloudcover,cdlsticksandwich,tanh,cdl3outside,cdlhangingman,cdlabandonedbaby,cdlrickshawman,cdldoji,bop,cdlinvertedhammer,exp,cdlthrusting,cdl3inside,cdlclosingmarubozu,div,cdlrisefall3methods,cdldragonflydoji
0.011353206807768527,-0.041218987746440255,-0.052437188549114208,0.013500832669821423,0.0019710069712697382,0.58370728141618156,-0.0082808403371048677,0.030261720177790344,-0.0077280940132684155,0.0050453585320886767,-0.00082181938367234877,-0.013964919955417661,-0.0039725592886962592,0.01470093103828163,-0.01553627013627484,-0.0038146114335353312,-0.038415388689124808,-0.0064212687600004236,0.32969618967803166,0.0069075848034884863,-0.0018361460560760809,-0.0014678753351053807,0.0011263547101590661,-0.0036951825312719908,-0.0090711556360868733,0.21022426436686839,-0.0048151373482861158,0.0038843699456861201,-0.0072008328118652884,0.0015850533947229532,0.0058508689010230422,0.0075433709437136703,-9.9534300801579946e-05,-0.024370391424013215,0.010346346329370671,-0.043612369323319168,-0.020420557829795478,-0.0062145242835618206,-0.0044411126734767298,0.010005612788790851,0.0057267911200458519,0.58370728655924164,-0.00063946308100573722,0.00034849171295637442,-0.0050867463185801471,0.0066315133369591987,-0.0070935283901812059,-0.29247908722686816,0.011375773017377111,0.010260226156088717,0.0061478347647123885,-0.011775241045033526,0.26523927280042514,0.0079385899884127434,0.019108447729264223,0.0058649132872356461,0.0076480757196214205,-0.063588848987738533,0.0096203209108938047,-0.012954198008019247,0.58370728398766458,0.00046619898221807643,0.00056797901739629917,0.010546552539378452,-0.10144529867699897,0.0026900481998808957,-0.040506222761772577
